,rank,name,type,matchs_played,score,profile_name,season,player_id,team_name,team_id
0,1.0,Anup Kumar,Raider,16,169.0,/players/anup-kumar,1,29,/teams/u-mumba,5
1,2.0,Rahul Chaudhari,Raider,14,161.0,/players/rahul-chaudhari,1,81,/teams/telugu-titans,8
2,3.0,Maninder Singh,Raider,16,137.0,/players/maninder-singh,1,143,/teams/jaipur-pink-panthers,3
3,4.0,Ajay Thakur,Raider,15,127.0,/players/ajay-thakur,1,26,/teams/bengaluru-bulls,1
4,5.0,Kashiling Adake,Raider,14,122.0,/players/kashiling-adake,1,58,/teams/dabang-delhi-kc,2
5,5.0,Manjeet Chhillar,All Rounder,16,122.0,/players/manjeet-chhillar,1,69,/teams/bengaluru-bulls,1
6,7.0,Surjeet Narwal,Raider,14,120.0,/players/surjeet-narwal,1,118,/teams/dabang-delhi-kc,2
7,8.0,Sandeep Narwal,All Rounder,16,119.0,/players/sandeep-narwal,1,142,/teams/patna-pirates,6
8,9.0,Jasvir Singh,Raider,15,113.0,/players/jasvir-singh,1,52,/teams/jaipur-pink-panthers,3
9,10.0,Wazir Singh,Raider,12,111.0,/players/wazir-singh,1,124,/teams/puneri-paltan,7
10,10.0,Ravi Dalal,Raider,16,111.0,/players/ravi-dalal,1,92,/teams/patna-pirates,6
11,12.0,Nitin Madane,Raider,12,107.0,/players/nitin-madane,1,75,/teams/bengal-warriors,4
12,13.0,Rakesh Kumar,All Rounder,12,99.0,/players/rakesh-kumar,1,88,/teams/patna-pirates,6
13,14.0,Rajesh Narwal,All Rounder,16,98.0,/players/rajesh-narwal,1,86,/teams/jaipur-pink-panthers,3
14,15.0,Deepak Niwas Hooda,All Rounder,14,89.0,/players/deepak-niwas-hooda,1,41,/teams/telugu-titans,8
15,16.0,Sukesh Hegde,Raider,14,83.0,/players/sukesh-hegde,1,111,/teams/telugu-titans,8
16,17.0,Rishank Devadiga,Raider,16,77.0,/players/rishank-devadiga,1,94,/teams/u-mumba,5
17,18.0,Shabeer Bappu,Raider,10,67.0,/players/shabeer-bappu,1,105,/teams/u-mumba,5
18,19.0,Surender Nada,"Defender, left corner",15,61.0,/players/surender-nada,1,146,/teams/u-mumba,5
19,20.0,Mahesh Goud,Raider,13,59.0,/players/mahesh-goud,1,66,/teams/bengal-warriors,4
20,21.0,Jang Kun Lee,Raider,11,57.0,/players/jang-kun-lee,1,12,/teams/bengal-warriors,4
21,22.0,Jitesh Joshi,All Rounder,14,53.0,/players/jitesh-joshi,1,55,/teams/puneri-paltan,7
22,23.0,Dharmaraj Cheralathan,"Defender, right and left corner",16,52.0,/players/dharmaraj-cheralathan,1,42,/teams/bengaluru-bulls,1
23,24.0,Sunil Jaipal,Raider,13,50.0,/players/sunil-jaipal,1,141,/teams/bengal-warriors,4
24,24.0,Shrikant Tewthia,All Rounder,14,50.0,/players/shrikant-tewthia,1,107,/teams/dabang-delhi-kc,2
25,26.0,Jasmer Singh Gulia,All Rounder,14,45.0,/players/jasmer-singh-gulia,1,51,/teams/dabang-delhi-kc,2
26,27.0,Rajesh Mondal,Raider,15,44.0,/players/rajesh-mondal,1,85,/teams/bengaluru-bulls,1
27,27.0,Pawan Kumar Kadian,Raider,10,44.0,/players/pawan-kumar-kadian,1,156,/teams/u-mumba,5
28,29.0,Manoj Kumar,"Defender, left cover",14,42.0,/players/manoj-kumar,1,70,/teams/puneri-paltan,7
29,30.0,Rohit Rana,"Defender, left cover",15,38.0,/players/rohit-rana,1,96,/teams/jaipur-pink-panthers,3
30,31.0,Mohit Chhillar,"Defender, right corner",16,36.0,/players/mohit-chhillar,1,71,/teams/u-mumba,5
31,31.0,Parmod Narwal,All Rounder,16,36.0,/players/parmod-narwal,1,150,/teams/bengaluru-bulls,1
32,31.0,Ran Singh,All Rounder,10,36.0,/players/ran-singh,1,160,/teams/jaipur-pink-panthers,3
33,34.0,Nilesh Shinde,"Defender, right corner",14,35.0,/players/nilesh-shinde,1,73,/teams/bengal-warriors,4
34,35.0,Prashant Chavan,"Defender, right corner",15,33.0,/players/prashant-chavan,1,147,/teams/jaipur-pink-panthers,3
35,36.0,Kalimuthu Balamahendran,"Defender, left corner",14,32.0,/players/kalimuthu-balamahendran,1,56,/teams/puneri-paltan,7
36,37.0,Mahipal Narwal,All Rounder,5,31.0,/players/mahipal-narwal,1,67,/teams/puneri-paltan,7
37,38.0,Amit Singh Chhillar,"Defender, left corner",14,30.0,/players/amit-singh-chhillar,1,28,/teams/dabang-delhi-kc,2
38,39.0,Ravinder Pahal,"Defender, right corner",9,29.0,/players/ravinder-pahal,1,157,/teams/dabang-delhi-kc,2
39,40.0,D. Suresh Kumar,"Defender, right cover",12,28.0,/players/d--suresh-kumar,1,162,/teams/patna-pirates,6
40,40.0,Mangesh Bhagat,Raider,8,28.0,/players/mangesh-bhagat,1,168,/teams/puneri-paltan,7
41,40.0,Shyam Kumar Sah,"Defender, left cover",13,28.0,/players/shyam-kumar-sah,1,108,/teams/bengal-warriors,4
42,43.0,Sachin Khambe,"Defender, left corner",14,27.0,/players/sachin-khambe,1,98,/teams/bengal-warriors,4
43,43.0,Wasim Sajjad,"Defender, right corner",15,27.0,/players/wasim-sajjad,1,20,/teams/patna-pirates,6
44,43.0,Gurpreet Singh,"Defender, right corner",16,27.0,/players/gurpreet-singh,1,45,/teams/bengaluru-bulls,1
45,43.0,D. Gopu,"Defender, right and left corner",15,27.0,/players/d--gopu,1,152,/teams/telugu-titans,8
46,47.0,Girish Maruti Ernak,"Defender, left corner",12,25.0,/players/girish-maruti-ernak,1,161,/teams/patna-pirates,6
47,48.0,Mahendra Ganesh Rajput,Raider,8,21.0,/players/mahendra-ganesh-rajput,1,163,/teams/bengal-warriors,4
48,48.0,Deepak Kumar Dahiya,Raider,7,21.0,/players/deepak-kumar-dahiya,1,174,/teams/bengaluru-bulls,1
49,48.0,Pravin Niwale,Raider,7,21.0,/players/pravin-niwale,1,79,/teams/puneri-paltan,7
50,51.0,Vishal Mane,"Defender, right cover",16,20.0,/players/vishal-mane,1,123,/teams/u-mumba,5
51,51.0,Sachin Shingade,"Defender, left cover",10,20.0,/players/sachin-shingade,1,165,/teams/telugu-titans,8
53,54.0,Rajaguru Subramanian,"Defender, right cover",14,19.0,/players/rajaguru-subramanian,1,84,/teams/telugu-titans,8
54,55.0,Ram Kumar Sah,"Defender, left cover",9,18.0,/players/ram-kumar-sah,1,89,/teams/patna-pirates,6
55,56.0,Navneet Gautam,"Defender, left corner",14,17.0,/players/navneet-gautam,1,72,/teams/jaipur-pink-panthers,3
56,57.0,Gangadhari Mallesh,Raider,10,16.0,/players/gangadhari-mallesh,1,44,/teams/jaipur-pink-panthers,3
57,57.0,Jeeva Kumar,"Defender, right and left cover",9,16.0,/players/jeeva-kumar,1,54,/teams/u-mumba,5
58,59.0,Waleed Al Hasani,Raider,6,14.0,/players/waleed-al-hasani,1,16,/teams/puneri-paltan,7
59,60.0,Gurvinder Singh,Raider,7,13.0,/players/gurvinder-singh,1,46,/teams/patna-pirates,6
60,61.0,Nitin More,"Defender, left cover",9,12.0,/players/nitin-more,1,76,/teams/puneri-paltan,7
61,61.0,Preetam Chhillar,All Rounder,11,12.0,/players/preetam-chhillar,1,167,/teams/bengaluru-bulls,1
62,61.0,Samarjeet Singh,All Rounder,12,12.0,/players/samarjeet-singh,1,159,/teams/jaipur-pink-panthers,3
63,64.0,Bajirao Hodage,"Defender, right cover",6,11.0,/players/bajirao-hodage,1,164,/teams/bengal-warriors,4
64,65.0,Sagar Khatale,"Defender, right corner",8,10.0,/players/sagar-khatale,1,169,/teams/puneri-paltan,7
65,66.0,Balbir Singh,All Rounder,8,9.0,/players/balbir-singh,1,32,/teams/jaipur-pink-panthers,3
66,67.0,Simon Kibura,Raider,4,8.0,/players/simon-kibura,1,10,/teams/puneri-paltan,7
67,67.0,Swapnil Dilip Shinde,"Defender, right cover",8,8.0,/players/swapnil-dilip-shinde,1,170,/teams/puneri-paltan,7
68,69.0,Suresu Kumar,Raider,3,6.0,/players/suresu-kumar,1,173,/teams/u-mumba,5
69,69.0,Ehsan Zamani Fard,"Defender, left corner",8,6.0,/players/ehsan-zamani-fard,1,4,/teams/dabang-delhi-kc,2
70,69.0,Chandran Ranjit,Raider,6,6.0,/players/chandran-ranjit,1,36,/teams/telugu-titans,8
71,69.0,Jeeva Gopal,"Defender, left cover",11,6.0,/players/jeeva-gopal,1,53,/teams/u-mumba,5
72,73.0,Wajid Ali,All Rounder,4,5.0,/players/wajid-ali,1,19,/teams/telugu-titans,8
73,73.0,Kuldeep Singh,"Defender, left corner",3,5.0,/players/kuldeep-singh,1,61,/teams/patna-pirates,6
74,73.0,Dadaso Balaso Awad,All Rounder,5,5.0,/players/dadaso-balaso-awad,1,38,/teams/dabang-delhi-kc,2
75,73.0,Sinotharan Kanesharajah,Raider,1,5.0,/players/sinotharan-kanesharajah,1,21,/teams/bengaluru-bulls,1
76,73.0,Seong Ryeol Kim,Defender,3,5.0,/players/seong-ryeol-kim,1,13,/teams/bengal-warriors,4
77,73.0,Punit Kumar Teotia,Raider,4,5.0,/players/punit-kumar-teotia,1,80,/teams/dabang-delhi-kc,2
78,73.0,Mandeep Kumar,Raider,7,5.0,/players/mandeep-kumar,1,68,/teams/patna-pirates,6
79,73.0,Rupesh Tomar,All Rounder,5,5.0,/players/rupesh-tomar,1,97,/teams/telugu-titans,8
80,73.0,Vikas Tomar,"Defender, right corner",8,5.0,/players/vikas-tomar,1,151,/teams/puneri-paltan,7
81,73.0,Prashanth Kumar Rai,Raider,7,5.0,/players/prashanth-kumar-rai,1,155,/teams/telugu-titans,8
82,83.0,Rakesh Singh Kumar,"Defender, left cover",9,4.0,/players/rakesh-singh-kumar,1,158,/teams/dabang-delhi-kc,2
84,83.0,Sunil Hanumanthappa,Raider,5,4.0,/players/sunil-hanumanthappa,1,113,/teams/bengaluru-bulls,1
85,83.0,Tae Deok Eom,All Rounder,9,4.0,/players/tae-deok-eom,1,14,/teams/patna-pirates,6
86,83.0,Dovlet Boshimov,Raider,2,4.0,/players/dovlet-boshimov,1,23,/teams/patna-pirates,6
87,88.0,Parveen Kumar,"Defender, right cover",8,3.0,/players/parveen-kumar,1,77,/teams/bengal-warriors,4
88,89.0,Raju Lal Choudhary,"Defender, right corner",5,2.0,/players/raju-lal-choudhary,1,87,/teams/jaipur-pink-panthers,3
89,89.0,Gokul Shitole,"Defender, right corner",3,2.0,/players/gokul-shitole,1,144,/teams/jaipur-pink-panthers,3
90,89.0,Md. Aruduzzaman Munshi,Raider,5,2.0,/players/md--aruduzzaman-munshi,1,145,/teams/u-mumba,5
91,89.0,Farhad Kamal Gharibi,"Defender, left corner",2,2.0,/players/farhad-kamal-gharibi,1,5,/teams/bengal-warriors,4
92,89.0,Takamitsu Kono,All Rounder,1,2.0,/players/takamitsu-kono,1,9,/teams/dabang-delhi-kc,2
93,94.0,Dong Ju Hong,All Rounder,2,1.0,/players/dong-ju-hong,1,11,/teams/dabang-delhi-kc,2
94,94.0,Atif Waheed,All Rounder,3,1.0,/players/atif-waheed,1,17,/teams/telugu-titans,8
95,94.0,Sunil Subhash Lande,"Defender, right corner",4,1.0,/players/sunil-subhash-lande,1,148,/teams/puneri-paltan,7
0,1.0,Pawan Kumar Sehrawat,Raider,24,282.0,/players/pawan-kumar-sehrawat,6,318,/teams/bengaluru-bulls,1
1,2.0,Pardeep Narwal,Raider,21,233.0,/players/pardeep-narwal,6,197,/teams/patna-pirates,6
2,3.0,Siddharth Sirish Desai,Raider,21,221.0,/players/siddharth-sirish-desai,6,2026,/teams/u-mumba,5
3,4.0,Deepak Niwas Hooda,All Rounder,22,208.0,/players/deepak-niwas-hooda,6,41,/teams/jaipur-pink-panthers,3
4,5.0,Maninder Singh,Raider,22,206.0,/players/maninder-singh,6,143,/teams/bengal-warriors,4
5,6.0,Ajay Thakur,Raider,22,204.0,/players/ajay-thakur,6,26,/teams/tamil-thalaivas,29
6,6.0,Sachin Tanwar,Raider,23,204.0,/players/sachin-tanwar,6,757,/teams/gujarat-fortunegiants,31
7,8.0,Vikash Kandola,Raider,22,177.0,/players/vikash-kandola,6,366,/teams/haryana-steelers,28
8,8.0,Naveen Kumar,Raider,22,177.0,/players/naveen-kumar,6,2296,/teams/dabang-delhi-kc,2
9,10.0,Rohit Kumar,Raider,24,171.0,/players/rohit-kumar,6,326,/teams/bengaluru-bulls,1
10,11.0,Rahul Chaudhari,Raider,21,166.0,/players/rahul-chaudhari,6,81,/teams/telugu-titans,8
11,12.0,Monu Goyat,Raider,20,164.0,/players/monu-goyat,6,388,/teams/haryana-steelers,28
12,13.0,Chandran Ranjit,Raider,24,158.0,/players/chandran-ranjit,6,36,/teams/dabang-delhi-kc,2
13,14.0,Prashanth Kumar Rai,Raider,21,147.0,/players/prashanth-kumar-rai,6,155,/teams/up-yoddha,30
14,15.0,Shrikant Jadhav,Raider,25,146.0,/players/shrikant-jadhav,6,106,/teams/up-yoddha,30
15,16.0,K. Prapanjan,Raider,22,123.0,/players/k--prapanjan,6,219,/teams/gujarat-fortunegiants,31
16,17.0,Rohit Baliyan,Raider,19,108.0,/players/rohit-baliyan,6,261,/teams/u-mumba,5
17,18.0,Rishank Devadiga,Raider,23,104.0,/players/rishank-devadiga,6,94,/teams/up-yoddha,30
18,19.0,Nitin Tomar,Raider,11,102.0,/players/nitin-tomar,6,320,/teams/puneri-paltan,7
19,19.0,Manjeet,Raider,22,102.0,/players/manjeet,6,763,/teams/patna-pirates,6
20,19.0,Naveen,Raider,21,102.0,/players/naveen,6,2357,/teams/haryana-steelers,28
21,22.0,Nitesh Kumar,Defender,25,101.0,/players/nitesh-kumar,6,725,/teams/up-yoddha,30
22,23.0,Meraj Sheykh,All Rounder,19,97.0,/players/meraj-sheykh,6,251,/teams/dabang-delhi-kc,2
23,24.0,More GB,Raider,22,91.0,/players/more-gb,6,772,/teams/puneri-paltan,7
24,25.0,Parvesh Bhainswal,"Defender, left cover",25,86.0,/players/parvesh-bhainswal,6,357,/teams/gujarat-fortunegiants,31
25,26.0,Nilesh Salunke,Raider,19,85.0,/players/nilesh-salunke,6,293,/teams/telugu-titans,8
26,27.0,Kashiling Adake,Raider,20,84.0,/players/kashiling-adake,6,58,/teams/bengaluru-bulls,1
27,28.0,Fazel Atrachali,"Defender, left corner",23,83.0,/players/fazel-atrachali,6,259,/teams/u-mumba,5
28,29.0,Jang Kun Lee,Raider,18,82.0,/players/jang-kun-lee,6,12,/teams/bengal-warriors,4
29,30.0,Sunil Kumar,Defender,25,76.0,/players/sunil-kumar,6,368,/teams/gujarat-fortunegiants,31
30,31.0,Ajinkya Ashok Pawar,Raider,17,75.0,/players/ajinkya-ashok-pawar,6,2475,/teams/jaipur-pink-panthers,3
31,32.0,Deepak Narwal,Raider,17,74.0,/players/deepak-narwal,6,211,/teams/patna-pirates,6
32,33.0,Vijay,All Rounder,21,73.0,/players/vijay,6,745,/teams/patna-pirates,6
33,34.0,Ran Singh,All Rounder,22,71.0,/players/ran-singh,6,160,/teams/bengal-warriors,4
34,34.0,Sukesh Hegde,Raider,17,71.0,/players/sukesh-hegde,6,111,/teams/tamil-thalaivas,29
35,36.0,Sachin Kumar,All Rounder,25,68.0,/players/sachin-kumar,6,218,/teams/up-yoddha,30
36,37.0,Sandeep Kumar Dhull,"Defender, left corner",22,67.0,/players/sandeep-kumar-dhull,6,290,/teams/jaipur-pink-panthers,3
37,37.0,Manjeet Chhillar,All Rounder,19,67.0,/players/manjeet-chhillar,6,69,/teams/tamil-thalaivas,29
38,39.0,Sandeep Narwal,All Rounder,18,66.0,/players/sandeep-narwal,6,142,/teams/puneri-paltan,7
39,40.0,Mahender Singh,"Defender, left cover",24,63.0,/players/mahender-singh,6,769,/teams/bengaluru-bulls,1
40,41.0,Surender Singh,Defender,22,62.0,/players/surender-singh,6,733,/teams/u-mumba,5
41,42.0,Rohit Gulia,All Rounder,19,61.0,/players/rohit-gulia,6,686,/teams/gujarat-fortunegiants,31
42,43.0,Vishal Bhardwaj,Defender,17,60.0,/players/vishal-bhardwaj,6,358,/teams/telugu-titans,8
43,44.0,Ravinder Pahal,"Defender, right corner",22,59.0,/players/ravinder-pahal,6,157,/teams/dabang-delhi-kc,2
44,45.0,Jaideep,"Defender, left corner",22,58.0,/players/jaideep,6,579,/teams/patna-pirates,6
45,46.0,PO Surjeet Singh,"Defender, right cover",23,57.0,/players/po-surjeet-singh,6,322,/teams/bengal-warriors,4
46,46.0,Monu,Raider,14,57.0,/players/monu,6,795,/teams/puneri-paltan,7
47,46.0,Girish Maruti Ernak,"Defender, left corner",20,57.0,/players/girish-maruti-ernak,6,161,/teams/puneri-paltan,7
48,49.0,Mohsen Maghsoudloujafari,All Rounder,19,56.0,/players/mohsen-maghsoudloujafari,6,567,/teams/telugu-titans,8
49,49.0,Abozar Mohajermighani,Defender,21,56.0,/players/abozar-mohajermighani,6,489,/teams/telugu-titans,8
50,49.0,Athul MS,Raider,19,56.0,/players/athul-ms,6,376,/teams/tamil-thalaivas,29
51,52.0,Abhishek Singh,Raider,15,53.0,/players/abhishek-singh,6,2028,/teams/u-mumba,5
52,53.0,Vinod Kumar,All Rounder,17,51.0,/players/vinod-kumar,6,764,/teams/u-mumba,5
53,53.0,Amit Hooda,"Defender, right corner",18,51.0,/players/amit-hooda,6,212,/teams/tamil-thalaivas,29
54,53.0,Joginder Singh Narwal,"Defender, left corner",22,51.0,/players/joginder-singh-narwal,6,194,/teams/dabang-delhi-kc,2
55,56.0,Anup Kumar,Raider,13,50.0,/players/anup-kumar,6,29,/teams/jaipur-pink-panthers,3
56,56.0,Darshan Kadian,Raider,14,50.0,/players/darshan-kadian,6,324,/teams/u-mumba,5
57,58.0,Kuldeep Singh,Defender,22,49.0,/players/kuldeep-singh,6,732,/teams/haryana-steelers,28
58,59.0,Farhad Rahimi Milaghardan,All Rounder,22,47.0,/players/farhad-rahimi-milaghardan,6,482,/teams/telugu-titans,8
59,59.0,Ruturaj Shivaji Koravi,Defender,23,47.0,/players/ruturaj-shivaji-koravi,6,2023,/teams/gujarat-fortunegiants,31
60,61.0,Mahesh Goud,Raider,10,46.0,/players/mahesh-goud,6,66,/teams/bengal-warriors,4
61,61.0,Jasvir Singh,Raider,16,46.0,/players/jasvir-singh,6,52,/teams/tamil-thalaivas,29
62,63.0,Pawan Kumar Kadian,Raider,13,45.0,/players/pawan-kumar-kadian,6,156,/teams/dabang-delhi-kc,2
63,63.0,Ashish Kumar,All Rounder,24,45.0,/players/ashish-kumar,6,202,/teams/bengaluru-bulls,1
64,65.0,Ravindra Ramesh Kumawat,Raider,12,42.0,/players/ravindra-ramesh-kumawat,6,370,/teams/bengal-warriors,4
65,65.0,Narender,All Rounder,25,42.0,/players/narender,6,778,/teams/up-yoddha,30
66,67.0,Akshay Jadhav,Raider,18,41.0,/players/akshay-jadhav,6,365,/teams/puneri-paltan,7
67,67.0,Selvamani K,Raider,15,41.0,/players/selvamani-k,6,264,/teams/jaipur-pink-panthers,3
68,67.0,Sunil,"Defender, right corner",22,41.0,/players/sunil,6,2462,/teams/haryana-steelers,28
69,70.0,Ravi Kumar,"Defender, right cover",22,40.0,/players/ravi-kumar,6,240,/teams/puneri-paltan,7
70,70.0,Jeeva Kumar,"Defender, right and left cover",19,40.0,/players/jeeva-kumar,6,54,/teams/up-yoddha,30
71,70.0,Dharmaraj Cheralathan,"Defender, right and left corner",22,40.0,/players/dharmaraj-cheralathan,6,42,/teams/u-mumba,5
72,73.0,Vikas Kale,"Defender, right cover",22,39.0,/players/vikas-kale,6,179,/teams/patna-pirates,6
73,74.0,Vishal Mane,"Defender, right cover",22,38.0,/players/vishal-mane,6,123,/teams/dabang-delhi-kc,2
74,74.0,Rohit Rana,"Defender, left cover",19,38.0,/players/rohit-rana,6,96,/teams/u-mumba,5
75,74.0,Sunil Siddhgavali,Defender,16,38.0,/players/sunil-siddhgavali,6,613,/teams/jaipur-pink-panthers,3
76,74.0,Amit Sheoran,Defender,15,38.0,/players/amit-sheoran,6,794,/teams/bengaluru-bulls,1
77,78.0,Vikas Jaglan,All Rounder,14,37.0,/players/vikas-jaglan,6,121,/teams/patna-pirates,6
78,79.0,Deepak Kumar Dahiya,Raider,11,34.0,/players/deepak-kumar-dahiya,6,174,/teams/puneri-paltan,7
79,80.0,Ajay Kumar,Raider,13,33.0,/players/ajay-kumar,6,389,/teams/gujarat-fortunegiants,31
80,80.0,Amit Kumar,Raider,17,33.0,/players/amit-kumar,6,2476,/teams/jaipur-pink-panthers,3
81,82.0,Nitin Rawal,All Rounder,9,31.0,/players/nitin-rawal,6,791,/teams/jaipur-pink-panthers,3
82,82.0,Dong Geon Lee,Raider,11,31.0,/players/dong-geon-lee,6,522,/teams/gujarat-fortunegiants,31
83,82.0,Mohit Chhillar,"Defender, right corner",14,31.0,/players/mohit-chhillar,6,71,/teams/jaipur-pink-panthers,3
84,85.0,Mahendra Ganesh Rajput,Raider,13,30.0,/players/mahendra-ganesh-rajput,6,163,/teams/gujarat-fortunegiants,31
85,85.0,Anil Kumar,"Defender, left cover",18,30.0,/players/anil-kumar,6,311,/teams/telugu-titans,8
86,87.0,Baldev Singh,"Defender, right corner",18,28.0,/players/baldev-singh,6,621,/teams/bengal-warriors,4
87,87.0,Sachin Vittala,"Defender, left corner",22,28.0,/players/sachin-vittala,6,232,/teams/gujarat-fortunegiants,31
88,87.0,Parveen,"Defender, left cover",19,28.0,/players/parveen,6,2463,/teams/haryana-steelers,28
89,90.0,Sachin Shingade,"Defender, left cover",19,25.0,/players/sachin-shingade,6,165,/teams/haryana-steelers,28
90,90.0,Abolfazl Maghsodloumahali,Raider,10,25.0,/players/abolfazl-maghsodloumahali,6,300,/teams/u-mumba,5
91,92.0,Mayur Shivtarkar,All Rounder,18,23.0,/players/mayur-shivtarkar,6,578,/teams/haryana-steelers,28
92,92.0,Jawahar Dagar,Defender,15,23.0,/players/jawahar-dagar,6,390,/teams/patna-pirates,6
93,92.0,Azad Singh,Raider,9,23.0,/players/azad-singh,6,2316,/teams/up-yoddha,30
94,95.0,D. Pradap,All Rounder,13,22.0,/players/d--pradap,6,722,/teams/tamil-thalaivas,29
95,96.0,Rinku Narwal,Defender,15,21.0,/players/rinku-narwal,6,796,/teams/puneri-paltan,7
96,96.0,Amit Nagar,Raider,9,21.0,/players/amit-nagar,6,371,/teams/bengal-warriors,4
97,96.0,Harish Naik,Raider,7,21.0,/players/harish-naik,6,372,/teams/bengaluru-bulls,1
98,99.0,Tushar Patil,Raider,9,20.0,/players/tushar-patil,6,242,/teams/patna-pirates,6
99,99.0,Rajesh Narwal,All Rounder,16,20.0,/players/rajesh-narwal,6,86,/teams/dabang-delhi-kc,2
100,99.0,Raju Lal Choudhary,"Defender, right corner",16,20.0,/players/raju-lal-choudhary,6,87,/teams/bengaluru-bulls,1
101,102.0,Hadi Oshtorak,All Rounder,13,18.0,/players/hadi-oshtorak,6,249,/teams/gujarat-fortunegiants,31
102,102.0,Sagar B Krishna,All Rounder,20,18.0,/players/sagar-b-krishna,6,347,/teams/up-yoddha,30
103,104.0,Ponparthiban Subramanian,"Defender, right cover",12,17.0,/players/ponparthiban-subramanian,6,2481,/teams/tamil-thalaivas,29
104,105.0,Sandeep,"Defender, left corner",10,16.0,/players/sandeep,6,299,/teams/bengaluru-bulls,1
105,105.0,CPO Surjeet Singh,Raider,9,16.0,/players/cpo-surjeet-singh,6,119,/teams/tamil-thalaivas,29
106,107.0,Young Chang Ko,"Defender, left cover",13,15.0,/players/young-chang-ko,6,519,/teams/jaipur-pink-panthers,3
107,107.0,Sumit Singh,Raider,8,15.0,/players/sumit-singh,6,363,/teams/bengaluru-bulls,1
108,107.0,Satpal,"Defender, right corner",12,15.0,/players/satpal,6,773,/teams/dabang-delhi-kc,2
109,107.0,Manish,"Defender, right cover",17,15.0,/players/manish,6,728,/teams/patna-pirates,6
110,107.0,Kamal Singh,Raider,8,15.0,/players/kamal-singh,6,2307,/teams/telugu-titans,8
111,107.0,Armaan,All Rounder,4,15.0,/players/armaan,6,2298,/teams/telugu-titans,8
112,113.0,C Manoj Kumar,"Defender, left cover",12,14.0,/players/c-manoj-kumar,6,2274,/teams/telugu-titans,8
113,113.0,Adarsh T,"Defender, left corner",10,14.0,/players/adarsh-t,6,2470,/teams/bengal-warriors,4
114,113.0,Santhapanaselvam,All Rounder,14,14.0,/players/santhapanaselvam,6,676,/teams/jaipur-pink-panthers,3
115,113.0,Rakshith,Raider,11,14.0,/players/rakshith,6,837,/teams/telugu-titans,8
116,113.0,Rajesh Mondal,Raider,11,14.0,/players/rajesh-mondal,6,85,/teams/puneri-paltan,7
117,118.0,Shrikant Tewthia,All Rounder,8,13.0,/players/shrikant-tewthia,6,107,/teams/bengal-warriors,4
118,118.0,Bhupender Singh,All Rounder,4,13.0,/players/bhupender-singh,6,34,/teams/bengal-warriors,4
119,118.0,Sunil,"Defender, left corner",11,13.0,/players/sunil,6,207,/teams/tamil-thalaivas,29
120,118.0,Anand Patil,Raider,7,13.0,/players/anand-patil,6,576,/teams/jaipur-pink-panthers,3
121,122.0,Ziaur Rahman,"Defender, left cover",18,12.0,/players/ziaur-rahman,6,536,/teams/bengal-warriors,4
122,122.0,Parvesh,Raider,6,12.0,/players/parvesh,6,786,/teams/puneri-paltan,7
123,122.0,Krushna Madane,Defender,6,12.0,/players/krushna-madane,6,274,/teams/telugu-titans,8
124,122.0,Shubham Shinde,"Defender, right corner",10,12.0,/players/shubham-shinde,6,2479,/teams/puneri-paltan,7
125,126.0,Kuldeep Singh,All Rounder,7,10.0,/players/kuldeep-singh,6,252,/teams/patna-pirates,6
126,126.0,Rakesh Narwal,Raider,6,10.0,/players/rakesh-narwal,6,204,/teams/bengal-warriors,4
127,126.0,Vijin Thangadurai,"Defender, right cover",16,10.0,/players/vijin-thangadurai,6,185,/teams/bengal-warriors,4
128,126.0,Rajaguru Subramanian,"Defender, right cover",8,10.0,/players/rajaguru-subramanian,6,84,/teams/u-mumba,5
129,126.0,Sandeep,All Rounder,5,10.0,/players/sandeep,6,731,/teams/puneri-paltan,7
130,126.0,Vishal,All Rounder,6,10.0,/players/vishal,6,735,/teams/dabang-delhi-kc,2
131,132.0,Anand Surendra Tomar,Raider,5,9.0,/players/anand-surendra-tomar,6,644,/teams/haryana-steelers,28
132,132.0,Ajit Singh,Raider,6,9.0,/players/ajit-singh,6,648,/teams/jaipur-pink-panthers,3
133,132.0,Ravinder Kumar,All Rounder,8,9.0,/players/ravinder-kumar,6,384,/teams/patna-pirates,6
134,132.0,Bhanu Pratap Tomar,Raider,6,9.0,/players/bhanu-pratap-tomar,6,2278,/teams/up-yoddha,30
135,132.0,Rajnish,Raider,4,9.0,/players/rajnish,6,2290,/teams/telugu-titans,8
136,137.0,Amit Kumar,Raider,6,8.0,/players/amit-kumar,6,2291,/teams/puneri-paltan,7
137,137.0,Anand,Raider,3,8.0,/players/anand,6,2325,/teams/tamil-thalaivas,29
138,137.0,Anil Kumar,Raider,4,8.0,/players/anil-kumar,6,765,/teams/tamil-thalaivas,29
139,137.0,C. Arun,"Defender, left cover",16,8.0,/players/c--arun,6,191,/teams/tamil-thalaivas,29
140,137.0,Yogesh Hooda,Raider,6,8.0,/players/yogesh-hooda,6,245,/teams/dabang-delhi-kc,2
141,142.0,Shabeer Bappu,Raider,6,7.0,/players/shabeer-bappu,6,105,/teams/dabang-delhi-kc,2
142,142.0,D. Gopu,"Defender, right and left corner",5,7.0,/players/d--gopu,6,152,/teams/tamil-thalaivas,29
143,142.0,Anil Kumar,"Defender, left corner",5,7.0,/players/anil-kumar,6,386,/teams/dabang-delhi-kc,2
