,player_id,name,type,team_id,team_name,rank,index,matches played,total points earned,Most points in a match,not out percent,total raids,Successful Raids percent,No of Super Raids,Super 10s,Total Raid Points,Average Raid Points per Match,No of super tackles,high 5s,Total tackle points,average tackle per match,Total tackles,Tackle Strike Rate
90,36,Chandran Ranjit,Raider,2,/teams/dabang-delhi-kc,19.0,Season 6,24.0,158.0,11.0,76.89,316.0,48.41,3.0,3.0,153.0,6.37,1.0,0.0,5.0,0.16,15.0,33.33
91,36,Chandran Ranjit,Raider,2,/teams/dabang-delhi-kc,19.0,Season 5,11.0,51.0,11.0,77.86,122.0,41.8,3.0,1.0,51.0,4.63,0.0,0.0,0.0,0.0,4.0,0.0
92,36,Chandran Ranjit,Raider,2,/teams/dabang-delhi-kc,19.0,Season 2,1.0,1.0,1.0,62.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0
93,36,Chandran Ranjit,Raider,2,/teams/dabang-delhi-kc,19.0,Season 1,6.0,6.0,4.0,60.0,20.0,30.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
94,2024,Arjun Deshwal,Raider,5,/teams/u-mumba,21.0,Overall,18.0,82.0,15.0,75.79,157.0,50.95,2.0,2.0,80.0,4.44,0.0,0.0,2.0,0.11,5.0,40.0
95,2024,Arjun Deshwal,Raider,5,/teams/u-mumba,21.0,Season 7,15.0,78.0,15.0,76.02,146.0,52.05,2.0,2.0,76.0,5.06,0.0,0.0,2.0,0.13,5.0,40.0
96,2024,Arjun Deshwal,Raider,5,/teams/u-mumba,21.0,Season 6,3.0,4.0,4.0,72.72,11.0,36.36,0.0,0.0,4.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0
97,2357,Naveen,Raider,28,/teams/haryana-steelers,22.0,Overall,34.0,160.0,17.0,75.49,306.0,47.05,5.0,2.0,144.0,4.23,2.0,0.0,16.0,0.41,51.0,31.37
98,2357,Naveen,Raider,28,/teams/haryana-steelers,22.0,Season 7,13.0,58.0,14.0,72.56,113.0,49.55,1.0,1.0,56.0,4.3,0.0,0.0,2.0,0.15,8.0,25.0
99,2357,Naveen,Raider,28,/teams/haryana-steelers,22.0,Season 6,21.0,102.0,17.0,77.2,193.0,45.59,4.0,1.0,88.0,4.19,2.0,0.0,14.0,0.57,43.0,32.55
100,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Overall,115.0,811.0,20.0,77.53,1687.0,46.82,23.0,29.0,790.0,6.86,0.0,0.0,21.0,0.18,82.0,25.6
101,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 7,13.0,58.0,11.0,74.85,171.0,33.91,2.0,1.0,58.0,4.46,0.0,0.0,0.0,0.0,5.0,0.0
102,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 6,22.0,204.0,20.0,79.38,388.0,52.31,3.0,7.0,203.0,9.22,0.0,0.0,1.0,0.04,11.0,9.09
